image,class,config,psnr,ssim,mse,rmse,mae,ambe,ncc,uqi,delta_e,enh_brightness,enh_contrast,enh_entropy,enh_eme,enh_avg_gradient,enh_laplacian_var,enh_colorfulness,enh_edge_density,enh_michelson,orig_brightness,orig_contrast,orig_entropy,orig_eme,orig_avg_gradient,orig_laplacian_var,orig_colorfulness,orig_edge_density,orig_michelson,cii,entropy_gain,sharpness_gain,eme_gain,colorfulness_gain
dyed_polyp_04.png,dyed_polyp,contrast:clahe_sk,20.5433,0.5497,448.9817,21.1892,17.9353,13.3305,0.8619,0.7739,8.2866,44.8874,31.5012,6.7158,42.1664,33.6205,407.6391,41.9719,4.4357,0.9643,31.5569,23.1353,5.7792,51.3415,12.3544,50.7773,29.9093,0.0198,1.0,1.3616,0.9366,2.7213,0.8213,1.4033
dyed_polyp_04.png,dyed_polyp,contrast:he,20.2328,0.6655,479.424,21.8958,19.1747,19.1614,0.9799,0.8331,8.7715,50.7183,32.2084,6.7483,50.0899,25.0846,451.5566,43.7589,0.2426,0.9818,31.5569,23.1353,5.7792,51.3415,12.3544,50.7773,29.9093,0.0198,1.0,1.3922,0.9691,2.0304,0.9756,1.4631
dyed_polyp_04.png,dyed_polyp,contrast:bbhe,22.3763,0.7291,296.8711,17.2299,12.5618,10.2851,0.9533,0.8528,5.0569,41.842,33.9846,6.4606,20.3947,23.9353,138.7956,43.0536,2.1637,0.9474,31.5569,23.1353,5.7792,51.3415,12.3544,50.7773,29.9093,0.0198,1.0,1.4689,0.6814,1.9374,0.3972,1.4395
dyed_polyp_04.png,dyed_polyp,contrast:dsihe,22.4629,0.7013,291.0285,17.0596,12.5918,9.2583,0.9388,0.8485,5.1036,40.8152,33.6255,6.436,20.3974,24.5546,157.386,42.4359,2.8687,0.9478,31.5569,23.1353,5.7792,51.3415,12.3544,50.7773,29.9093,0.0198,1.0,1.4534,0.6568,1.9875,0.3973,1.4188
dyed_polyp_04.png,dyed_polyp,contrast:agcwd,27.5745,0.8223,88.5986,9.4127,7.6705,5.767,0.9472,0.9254,3.7302,25.7898,21.3966,5.0153,16.5609,13.3726,37.3818,27.0582,0.0931,0.8795,31.5569,23.1353,5.7792,51.3415,12.3544,50.7773,29.9093,0.0198,1.0,0.9248,-0.7639,1.0824,0.3226,0.9047
dyed_polyp_04.png,dyed_polyp,contrast:msr,23.3259,0.7186,237.8408,15.4221,12.0168,10.9386,0.952,0.8793,5.5483,42.4954,30.2692,6.6656,45.3554,25.965,221.4805,40.01,0.7431,1.0,31.5569,23.1353,5.7792,51.3415,12.3544,50.7773,29.9093,0.0198,1.0,1.3084,0.8864,2.1017,0.8834,1.3377
dyed_polyp_04.png,dyed_polyp,contrast:stretch,22.2145,0.8711,306.1971,17.4985,14.2292,13.4524,0.998,0.871,5.6743,45.0093,34.186,5.9935,51.7794,17.0704,90.4449,44.1091,0.0336,1.0,31.5569,23.1353,5.7792,51.3415,12.3544,50.7773,29.9093,0.0198,1.0,1.4777,0.2143,1.3817,1.0085,1.4748
dyed_polyp_04.png,dyed_polyp,upsample:hu_wbi_literal,31.8005,0.9271,33.5834,5.7951,4.3797,0.2752,0.9705,0.9698,2.0242,31.2816,23.9984,5.6733,53.5552,15.5908,58.8315,30.9052,0.1099,1.0,31.5569,23.1353,5.7792,51.3415,12.3544,50.7773,29.9093,0.0198,1.0,1.0373,-0.1059,1.262,1.0431,1.0333
dyed_polyp_04.png,dyed_polyp,upsample:bilinear,28.5119,0.9185,71.496,8.4555,6.1115,3.7109,0.9667,0.9487,2.7483,35.2677,27.1273,5.6817,24.4654,17.4087,65.9509,35.1508,0.1099,0.978,31.5569,23.1353,5.7792,51.3415,12.3544,50.7773,29.9093,0.0198,1.0,1.1726,-0.0975,1.4091,0.4765,1.1752
dyed_polyp_04.png,dyed_polyp,upsample:bicubic,28.4176,0.9054,73.0685,8.548,6.2545,3.8217,0.9666,0.9479,2.7527,35.3786,27.1928,5.8827,54.5881,17.9774,76.364,35.0446,0.2182,1.0,31.5569,23.1353,5.7792,51.3415,12.3544,50.7773,29.9093,0.0198,1.0,1.1754,0.1035,1.4551,1.0632,1.1717
dyed_polyp_04.png,dyed_polyp,upsample:lanczos4,28.4015,0.908,73.2357,8.5578,6.2535,3.8823,0.9666,0.9479,2.7562,35.4392,27.1604,5.8983,54.5545,17.8785,77.8662,35.0477,0.238,1.0,31.5569,23.1353,5.7792,51.3415,12.3544,50.7773,29.9093,0.0198,1.0,1.174,0.1191,1.4471,1.0626,1.1718
dyed_polyp_04.png,dyed_polyp,upsample:nearest,28.7194,0.9077,67.974,8.2446,6.0984,3.7467,0.9688,0.9513,2.6921,35.3036,27.0016,5.8811,54.4566,17.8152,97.7345,34.8886,0.2747,1.0,31.5569,23.1353,5.7792,51.3415,12.3544,50.7773,29.9093,0.0198,1.0,1.1671,0.1019,1.442,1.0607,1.1665
dyed_polyp_04.png,dyed_polyp,upsample:none,28.9995,0.9065,63.7962,7.9873,5.9625,3.1698,0.9672,0.9527,2.6486,34.7267,26.753,5.8628,54.6673,17.7441,95.9788,34.4483,0.2457,1.0,31.5569,23.1353,5.7792,51.3415,12.3544,50.7773,29.9093,0.0198,1.0,1.1564,0.0836,1.4363,1.0648,1.1518
dyed_polyp_04.png,dyed_polyp,sr:none,27.8378,0.8628,83.8003,9.1543,6.8848,3.5644,0.952,0.9374,3.0601,35.1213,26.5949,6.2902,57.7016,21.343,113.5036,34.4188,0.3174,0.9787,31.5569,23.1353,5.7792,51.3415,12.3544,50.7773,29.9093,0.0198,1.0,1.1495,0.511,1.7276,1.1239,1.1508
dyed_polyp_04.png,dyed_polyp,sr:lanczos_detail,27.0959,0.7745,99.0957,9.9547,7.5269,3.6439,0.9414,0.9259,3.3786,35.2007,26.7698,6.3813,64.1019,24.4351,519.876,34.7334,0.5081,1.0,31.5569,23.1353,5.7792,51.3415,12.3544,50.7773,29.9093,0.0198,1.0,1.1571,0.6021,1.9778,1.2485,1.1613
dyed_polyp_04.png,dyed_polyp,sr:ibp,26.7197,0.7286,108.0926,10.3968,7.8919,3.7626,0.9355,0.9194,3.5546,35.3195,26.8516,6.3917,70.5716,25.0368,827.5374,34.8921,0.5478,1.0,31.5569,23.1353,5.7792,51.3415,12.3544,50.7773,29.9093,0.0198,1.0,1.1606,0.6125,2.0265,1.3746,1.1666
dyed_polyp_04.png,dyed_polyp,sr:unsharp_sr,27.5035,0.8269,90.3588,9.5057,7.2089,3.7699,0.9484,0.933,3.2357,35.3268,26.6676,6.3541,59.9575,22.9822,217.9898,34.5824,0.3937,1.0,31.5569,23.1353,5.7792,51.3415,12.3544,50.7773,29.9093,0.0198,1.0,1.1527,0.5749,1.8602,1.1678,1.1562
dyed_polyp_05.png,dyed_polyp,PAPER,28.3923,0.9115,73.6452,8.5817,6.1985,3.7852,0.9648,0.9475,2.7666,36.0871,27.0846,5.7159,24.1224,17.7276,69.1254,35.7453,0.1938,0.978,32.3018,23.2069,5.7494,51.309,12.4058,50.3669,30.5223,0.0229,1.0,1.1671,-0.0335,1.429,0.4701,1.1711
dyed_polyp_05.png,dyed_polyp,space:yiq,27.108,0.9041,124.63,11.1638,7.9176,6.662,0.9691,0.9264,2.7128,38.9638,29.3793,5.7594,52.8788,18.2217,46.0993,29.4248,0.0381,0.9798,32.3018,23.2069,5.7494,51.309,12.4058,50.3669,30.5223,0.0229,1.0,1.266,0.01,1.4688,1.0306,0.964
dyed_polyp_05.png,dyed_polyp,space:ycrcb,26.9786,0.906,128.3543,11.3294,8.0605,6.9256,0.9696,0.9253,2.8136,39.2274,29.4375,5.7354,23.7257,18.174,46.1756,29.4507,0.0381,0.9798,32.3018,23.2069,5.7494,51.309,12.4058,50.3669,30.5223,0.0229,1.0,1.2685,-0.014,1.465,0.4624,0.9649
dyed_polyp_05.png,dyed_polyp,space:lab,27.2615,0.9151,120.4129,10.9733,7.7301,6.8265,0.9763,0.9307,2.7659,39.1283,29.6291,5.9741,24.0009,19.0153,48.4113,30.6717,0.0381,0.9802,32.3018,23.2069,5.7494,51.309,12.4058,50.3669,30.5223,0.0229,1.0,1.2767,0.2247,1.5328,0.4678,1.0049
dyed_polyp_05.png,dyed_polyp,space:hsi,26.3998,0.9077,117.1742,10.8247,7.5748,6.1434,0.9659,0.9283,3.2202,38.4452,28.996,5.7835,24.0517,18.5039,62.7233,38.0823,0.0839,0.9796,32.3018,23.2069,5.7494,51.309,12.4058,50.3669,30.5223,0.0229,1.0,1.2495,0.0341,1.4916,0.4688,1.2477
dyed_polyp_05.png,dyed_polyp,contrast:clahe_sk,20.7167,0.5535,433.0882,20.8108,17.6862,13.0643,0.8665,0.7825,8.1613,45.3661,31.4311,6.7068,42.2693,33.2685,389.5804,42.3875,3.3981,0.9643,32.3018,23.2069,5.7494,51.309,12.4058,50.3669,30.5223,0.0229,1.0,1.3544,0.9574,2.6817,0.8238,1.3887
dyed_polyp_05.png,dyed_polyp,contrast:he,20.3325,0.6579,468.2941,21.6401,18.7514,18.7413,0.9749,0.8364,8.5884,51.0431,32.1284,6.7361,47.4739,25.9105,444.0694,44.601,0.2869,0.9817,32.3018,23.2069,5.7494,51.309,12.4058,50.3669,30.5223,0.0229,1.0,1.3844,0.9867,2.0886,0.9253,1.4613
dyed_polyp_05.png,dyed_polyp,contrast:bbhe,22.2088,0.705,309.5209,17.5932,12.983,10.6671,0.9479,0.8491,5.28,42.9689,33.8749,6.5351,22.048,25.3183,156.5735,43.8179,2.4521,0.9474,32.3018,23.2069,5.7494,51.309,12.4058,50.3669,30.5223,0.0229,1.0,1.4597,0.7857,2.0408,0.4297,1.4356
dyed_polyp_05.png,dyed_polyp,contrast:dsihe,22.3443,0.6745,300.1997,17.3263,12.9774,9.0313,0.9269,0.8424,5.2742,41.3331,33.4625,6.4366,20.4057,25.8362,176.3853,42.9979,4.155,0.9478,32.3018,23.2069,5.7494,51.309,12.4058,50.3669,30.5223,0.0229,1.0,1.4419,0.6872,2.0826,0.3977,1.4087
dyed_polyp_05.png,dyed_polyp,contrast:agcwd,27.3295,0.8232,94.032,9.697,7.9225,6.0281,0.9453,0.9222,3.8209,26.2737,21.3263,5.0894,16.6535,13.7381,37.5485,27.303,0.029,0.8824,32.3018,23.2069,5.7494,51.309,12.4058,50.3669,30.5223,0.0229,1.0,0.919,-0.66,1.1074,0.3246,0.8945
dyed_polyp_05.png,dyed_polyp,contrast:msr,23.9191,0.7412,208.2279,14.4301,11.141,9.9658,0.9548,0.8918,5.0656,42.2676,29.9861,6.6437,42.989,25.0839,189.9056,40.089,0.6042,1.0,32.3018,23.2069,5.7494,51.309,12.4058,50.3669,30.5223,0.0229,1.0,1.2921,0.8943,2.0219,0.8378,1.3134
dyed_polyp_05.png,dyed_polyp,contrast:stretch,22.6034,0.8756,280.8496,16.7586,13.751,12.967,0.9973,0.8818,5.4656,45.2688,33.6244,5.9351,51.8442,16.8386,86.0656,44.1799,0.0229,1.0,32.3018,23.2069,5.7494,51.309,12.4058,50.3669,30.5223,0.0229,1.0,1.4489,0.1857,1.3573,1.0104,1.4475
dyed_polyp_05.png,dyed_polyp,upsample:hu_wbi_literal,32.041,0.9394,31.6981,5.6301,4.1605,0.3372,0.972,0.9715,1.982,31.9646,23.9288,5.504,23.1266,15.3425,55.6275,31.6444,0.0992,0.9753,32.3018,23.2069,5.7494,51.309,12.4058,50.3669,30.5223,0.0229,1.0,1.0311,-0.2454,1.2367,0.4507,1.0368
dyed_polyp_05.png,dyed_polyp,upsample:bilinear,28.4553,0.9161,72.5889,8.5199,6.1287,3.6548,0.9649,0.948,2.7345,35.9566,27.088,5.6787,24.0191,17.5483,64.0745,35.7024,0.1678,0.978,32.3018,23.2069,5.7494,51.309,12.4058,50.3669,30.5223,0.0229,1.0,1.1672,-0.0707,1.4145,0.4681,1.1697
dyed_polyp_05.png,dyed_polyp,upsample:bicubic,28.3435,0.9028,74.4438,8.6281,6.2802,3.7993,0.9651,0.9472,2.7471,36.1011,27.2034,5.878,54.0619,18.08,73.6455,35.6372,0.1862,1.0,32.3018,23.2069,5.7494,51.309,12.4058,50.3669,30.5223,0.0229,1.0,1.1722,0.1286,1.4574,1.0537,1.1676
dyed_polyp_05.png,dyed_polyp,upsample:lanczos4,28.3386,0.9037,74.5321,8.6332,6.2951,3.8277,0.9649,0.9471,2.7543,36.1295,27.1613,5.8865,54.0071,18.0029,75.8458,35.6182,0.1785,1.0,32.3018,23.2069,5.7494,51.309,12.4058,50.3669,30.5223,0.0229,1.0,1.1704,0.1371,1.4512,1.0526,1.167
dyed_polyp_05.png,dyed_polyp,upsample:nearest,28.8099,0.9049,66.7158,8.168,6.0238,3.6106,0.9685,0.9523,2.6503,35.9124,26.975,5.879,53.8912,17.9361,95.4345,35.4063,0.2289,1.0,32.3018,23.2069,5.7494,51.309,12.4058,50.3669,30.5223,0.0229,1.0,1.1624,0.1296,1.4458,1.0503,1.16
dyed_polyp_05.png,dyed_polyp,upsample:none,29.0109,0.9154,63.6628,7.9789,5.8845,3.1729,0.9665,0.953,2.6548,35.4747,26.6817,5.7048,24.114,17.6235,92.4949,35.2387,0.2274,0.9778,32.3018,23.2069,5.7494,51.309,12.4058,50.3669,30.5223,0.0229,1.0,1.1497,-0.0446,1.4206,0.47,1.1545
dyed_polyp_05.png,dyed_polyp,sr:none,27.7835,0.8601,84.9232,9.2154,6.9271,3.517,0.9502,0.9367,3.0573,35.8188,26.556,6.292,57.6281,21.4671,112.2253,34.9563,0.2899,0.9787,32.3018,23.2069,5.7494,51.309,12.4058,50.3669,30.5223,0.0229,1.0,1.1443,0.5426,1.7304,1.1232,1.1453
dyed_polyp_05.png,dyed_polyp,sr:lanczos_detail,27.0609,0.7721,100.2135,10.0107,7.569,3.6026,0.9397,0.9252,3.3709,35.9044,26.7285,6.3858,62.7525,24.4979,517.2064,35.2677,0.4883,1.0,32.3018,23.2069,5.7494,51.309,12.4058,50.3669,30.5223,0.0229,1.0,1.1517,0.6364,1.9747,1.223,1.1555
dyed_polyp_05.png,dyed_polyp,sr:ibp,26.6915,0.7263,109.0602,10.4432,7.9271,3.716,0.9339,0.9188,3.5473,36.0178,26.8112,6.3967,68.9166,25.1073,823.8294,35.4191,0.4868,1.0,32.3018,23.2069,5.7494,51.309,12.4058,50.3669,30.5223,0.0229,1.0,1.1553,0.6473,2.0238,1.3432,1.1604
dyed_polyp_05.png,dyed_polyp,sr:unsharp_sr,27.4576,0.8243,91.5105,9.5661,7.2502,3.7264,0.9466,0.9322,3.2291,36.0282,26.621,6.3533,60.3861,23.0615,215.9245,35.1192,0.3723,1.0,32.3018,23.2069,5.7494,51.309,12.4058,50.3669,30.5223,0.0229,1.0,1.1471,0.6039,1.8589,1.1769,1.1506
esophagitis_01.png,esophagitis,PAPER,27.8778,0.8923,83.3685,9.1306,6.7094,2.7691,0.9656,0.958,2.9498,41.8894,32.4338,6.1183,54.9861,21.0168,89.5826,45.945,0.6973,1.0,39.1203,29.1975,6.0954,52.107,14.4919,56.3817,41.3711,0.0168,1.0,1.1108,0.0229,1.4502,1.0553,1.1106
esophagitis_01.png,esophagitis,space:yiq,26.5078,0.8986,144.5897,12.0245,8.5978,6.8767,0.9716,0.9414,2.9248,45.997,35.4128,6.074,54.7702,21.2126,67.7455,40.5144,0.4868,1.0,39.1203,29.1975,6.0954,52.107,14.4919,56.3817,41.3711,0.0168,1.0,1.2129,-0.0214,1.4638,1.0511,0.9793
esophagitis_01.png,esophagitis,space:ycrcb,26.4051,0.9027,147.9514,12.1635,8.7089,7.1402,0.9723,0.9408,3.0475,46.2605,35.4832,5.9844,41.5445,21.1172,68.8709,40.453,0.4868,0.9835,39.1203,29.1975,6.0954,52.107,14.4919,56.3817,41.3711,0.0168,1.0,1.2153,-0.111,1.4572,0.7973,0.9778
esophagitis_01.png,esophagitis,space:lab,26.5585,0.9076,143.4656,11.9777,8.4319,6.9615,0.9756,0.9428,3.0065,46.0818,35.823,6.2573,45.6044,22.309,76.2209,41.9831,1.2772,1.0,39.1203,29.1975,6.0954,52.107,14.4919,56.3817,41.3711,0.0168,1.0,1.2269,0.1619,1.5394,0.8752,1.0148
esophagitis_01.png,esophagitis,space:hsi,25.6148,0.8945,140.5738,11.8564,8.4566,6.3315,0.9684,0.9413,3.5544,45.4518,35.1566,6.1115,54.7598,21.226,81.2088,49.7544,0.502,1.0,39.1203,29.1975,6.0954,52.107,14.4919,56.3817,41.3711,0.0168,1.0,1.2041,0.0161,1.4647,1.0509,1.2026
esophagitis_01.png,esophagitis,contrast:clahe_sk,21.2503,0.5797,383.8771,19.5928,16.5193,10.0901,0.8725,0.839,7.8904,49.2104,34.3399,6.8809,55.7156,34.5328,441.1944,50.3485,4.8737,0.984,39.1203,29.1975,6.0954,52.107,14.4919,56.3817,41.3711,0.0168,1.0,1.1761,0.7855,2.3829,1.0693,1.217
esophagitis_01.png,esophagitis,contrast:he,22.0852,0.7134,310.2781,17.6147,15.5204,15.4925,0.9818,0.9147,7.5295,54.6127,34.9519,6.8637,49.9439,25.1313,486.3084,52.2928,0.5035,1.0,39.1203,29.1975,6.0954,52.107,14.4919,56.3817,41.3711,0.0168,1.0,1.1971,0.7683,1.7342,0.9585,1.264
esophagitis_01.png,esophagitis,contrast:bbhe,24.3016,0.7466,191.6641,13.8443,10.8078,7.7483,0.9633,0.9246,4.7292,46.8685,36.5056,6.7465,24.4082,24.347,173.6784,51.6825,3.1448,0.9699,39.1203,29.1975,6.0954,52.107,14.4919,56.3817,41.3711,0.0168,1.0,1.2503,0.6511,1.68,0.4684,1.2492
esophagitis_01.png,esophagitis,contrast:dsihe,24.269,0.7285,193.6756,13.9167,11.0216,7.0453,0.9551,0.9208,4.7803,46.1656,36.1993,6.7058,21.6414,24.5821,180.9182,51.2592,3.4882,0.9556,39.1203,29.1975,6.0954,52.107,14.4919,56.3817,41.3711,0.0168,1.0,1.2398,0.6104,1.6963,0.4153,1.239
esophagitis_01.png,esophagitis,contrast:agcwd,25.917,0.7993,131.3071,11.4589,9.5414,7.0137,0.9509,0.93,4.4223,32.1066,27.0598,5.5,16.5838,16.1371,57.8633,37.517,0.5875,0.8909,39.1203,29.1975,6.0954,52.107,14.4919,56.3817,41.3711,0.0168,1.0,0.9268,-0.5954,1.1135,0.3183,0.9068
esophagitis_01.png,esophagitis,contrast:msr,26.5574,0.786,115.4571,10.7451,7.8288,3.9199,0.955,0.944,3.7175,43.0401,32.9012,6.7411,44.7567,25.4969,187.9977,46.716,2.9297,1.0,39.1203,29.1975,6.0954,52.107,14.4919,56.3817,41.3711,0.0168,1.0,1.1268,0.6457,1.7594,0.8589,1.1292
esophagitis_01.png,esophagitis,contrast:stretch,25.9896,0.9001,128.7824,11.3482,9.3226,8.3851,0.9984,0.9553,3.825,47.5054,36.6165,6.0614,52.0969,17.3869,79.6449,51.8809,0.2029,1.0,39.1203,29.1975,6.0954,52.107,14.4919,56.3817,41.3711,0.0168,1.0,1.2541,-0.034,1.1998,0.9998,1.254
esophagitis_01.png,esophagitis,upsample:hu_wbi_literal,30.3611,0.9199,47.7555,6.9105,5.1377,1.7388,0.9735,0.9724,2.2849,37.3815,28.8177,5.94,53.9054,18.2826,74.0937,40.9442,0.2914,1.0,39.1203,29.1975,6.0954,52.107,14.4919,56.3817,41.3711,0.0168,1.0,0.987,-0.1554,1.2616,1.0345,0.9897
esophagitis_01.png,esophagitis,upsample:bilinear,27.9913,0.9096,81.1818,9.0101,6.5713,2.7634,0.9664,0.9591,2.9425,41.8837,32.3605,5.9315,25.018,20.5037,81.493,46.1198,0.679,0.9825,39.1203,29.1975,6.0954,52.107,14.4919,56.3817,41.3711,0.0168,1.0,1.1083,-0.1639,1.4148,0.4801,1.1148
esophagitis_01.png,esophagitis,upsample:bicubic,27.8747,0.8948,83.471,9.1362,6.719,2.805,0.9655,0.958,2.9511,41.9252,32.3987,6.1221,55.0867,21.1717,100.1427,45.9604,0.9933,1.0,39.1203,29.1975,6.0954,52.107,14.4919,56.3817,41.3711,0.0168,1.0,1.1096,0.0267,1.4609,1.0572,1.1109
esophagitis_01.png,esophagitis,upsample:lanczos4,27.8704,0.8967,83.5116,9.1385,6.7237,2.8529,0.9654,0.958,2.953,41.9732,32.3668,6.1313,55.1313,21.0639,102.5807,45.9616,0.9796,1.0,39.1203,29.1975,6.0954,52.107,14.4919,56.3817,41.3711,0.0168,1.0,1.1085,0.0359,1.4535,1.058,1.111
esophagitis_01.png,esophagitis,upsample:nearest,28.3404,0.8836,74.9367,8.6566,6.4745,2.5782,0.9686,0.9619,2.8288,41.6985,32.2406,6.1435,54.906,20.957,131.6014,45.7914,0.9918,1.0,39.1203,29.1975,6.0954,52.107,14.4919,56.3817,41.3711,0.0168,1.0,1.1042,0.0481,1.4461,1.0537,1.1068
esophagitis_01.png,esophagitis,upsample:none,28.3689,0.9069,74.4842,8.6304,6.3251,2.1541,0.9665,0.9613,2.8501,41.2743,31.9179,5.9541,25.0447,20.6614,129.1736,45.5001,0.9445,0.9821,39.1203,29.1975,6.0954,52.107,14.4919,56.3817,41.3711,0.0168,1.0,1.0932,-0.1413,1.4257,0.4806,1.0998
esophagitis_01.png,esophagitis,sr:none,27.122,0.8507,99.7656,9.9883,7.548,2.7088,0.9548,0.9487,3.3195,41.8291,32.0222,6.5327,57.1128,24.4891,129.3916,45.5654,1.7593,0.9828,39.1203,29.1975,6.0954,52.107,14.4919,56.3817,41.3711,0.0168,1.0,1.0967,0.4373,1.6898,1.0961,1.1014
esophagitis_01.png,esophagitis,sr:lanczos_detail,26.3691,0.7644,118.5539,10.8882,8.2569,2.7728,0.9459,0.9391,3.669,41.8931,32.2158,6.6255,65.4535,28.0489,580.0138,45.872,4.3198,1.0,39.1203,29.1975,6.0954,52.107,14.4919,56.3817,41.3711,0.0168,1.0,1.1034,0.5301,1.9355,1.2561,1.1088
esophagitis_01.png,esophagitis,sr:ibp,26.045,0.7219,127.7525,11.3028,8.5994,2.8937,0.9417,0.9346,3.8394,42.014,32.2768,6.6339,71.7082,28.6503,907.8015,45.9964,4.364,1.0,39.1203,29.1975,6.0954,52.107,14.4919,56.3817,41.3711,0.0168,1.0,1.1055,0.5385,1.977,1.3762,1.1118
esophagitis_01.png,esophagitis,sr:unsharp_sr,26.7857,0.8139,107.6973,10.3777,7.8901,2.9019,0.9515,0.9448,3.5054,42.0222,32.0947,6.5966,59.4346,26.3879,251.0852,45.7269,3.2043,1.0,39.1203,29.1975,6.0954,52.107,14.4919,56.3817,41.3711,0.0168,1.0,1.0992,0.5012,1.8209,1.1406,1.1053
esophagitis_02.png,esophagitis,PAPER,27.3325,0.89,93.951,9.6928,7.0695,2.8566,0.9574,0.9497,3.0925,40.9967,31.4707,6.0679,54.981,20.4834,91.9147,45.3877,0.9857,1.0,38.1401,28.3411,6.0496,50.8768,14.0106,57.2193,40.757,0.029,1.0,1.1104,0.0183,1.462,1.0807,1.1136
esophagitis_02.png,esophagitis,space:yiq,26.2273,0.899,154.2873,12.4212,8.6494,6.6911,0.9631,0.9328,2.9276,44.8312,34.4636,5.9853,54.7238,20.6149,69.4353,39.965,0.5646,0.9833,38.1401,28.3411,6.0496,50.8768,14.0106,57.2193,40.757,0.029,1.0,1.216,-0.0643,1.4714,1.0756,0.9806
esophagitis_02.png,esophagitis,space:ycrcb,26.1252,0.8998,157.8642,12.5644,8.7802,6.9115,0.9632,0.9319,3.0318,45.0516,34.5163,5.9716,51.007,20.6096,69.6393,39.9453,0.5402,0.9833,38.1401,28.3411,6.0496,50.8768,14.0106,57.2193,40.757,0.029,1.0,1.2179,-0.078,1.471,1.0026,0.9801
esophagitis_02.png,esophagitis,space:lab,26.2988,0.9049,152.1902,12.3365,8.4997,6.7709,0.9677,0.9348,2.9848,44.911,34.8575,6.2382,42.7613,21.8644,79.3916,41.4017,0.9262,1.0,38.1401,28.3411,6.0496,50.8768,14.0106,57.2193,40.757,0.029,1.0,1.2299,0.1886,1.5606,0.8405,1.0158
esophagitis_02.png,esophagitis,space:hsi,25.2401,0.8923,152.6759,12.3562,8.5933,6.1376,0.9582,0.9313,3.6223,44.2777,34.1744,6.0787,54.9746,20.6652,82.1224,49.0021,0.5112,1.0,38.1401,28.3411,6.0496,50.8768,14.0106,57.2193,40.757,0.029,1.0,1.2058,0.0291,1.475,1.0805,1.2023
esophagitis_02.png,esophagitis,contrast:clahe_sk,21.0016,0.5704,405.5446,20.1381,17.0353,10.2713,0.8588,0.8222,8.0817,48.4114,33.7906,6.8448,55.414,34.483,466.7938,50.1916,5.1453,0.9833,38.1401,28.3411,6.0496,50.8768,14.0106,57.2193,40.757,0.029,1.0,1.1923,0.7952,2.4612,1.0892,1.2315
esophagitis_02.png,esophagitis,contrast:he,21.8975,0.7028,323.3373,17.9816,15.7566,15.7246,0.9793,0.907,7.6152,53.8647,34.3251,6.8176,51.7353,24.895,484.8879,52.1319,0.7263,1.0,38.1401,28.3411,6.0496,50.8768,14.0106,57.2193,40.757,0.029,1.0,1.2111,0.768,1.7769,1.0169,1.2791
esophagitis_02.png,esophagitis,contrast:bbhe,24.0365,0.7354,202.9441,14.2458,10.9456,7.8524,0.9583,0.9163,4.7173,45.9925,35.8633,6.6882,23.3219,24.1933,181.1169,51.6218,3.7903,0.9675,38.1401,28.3411,6.0496,50.8768,14.0106,57.2193,40.757,0.029,1.0,1.2654,0.6386,1.7268,0.4584,1.2666
esophagitis_02.png,esophagitis,contrast:dsihe,23.9604,0.711,206.9418,14.3855,11.2263,7.2817,0.9493,0.9115,4.8579,45.4218,35.534,6.6708,21.7012,24.8144,199.892,51.1376,4.0451,0.952,38.1401,28.3411,6.0496,50.8768,14.0106,57.2193,40.757,0.029,1.0,1.2538,0.6212,1.7711,0.4265,1.2547
esophagitis_02.png,esophagitis,contrast:agcwd,25.9773,0.7958,128.8294,11.3503,9.4625,6.9496,0.9489,0.9271,4.4405,31.1905,26.1751,5.4272,16.2201,15.6195,59.0365,36.9416,0.6104,0.8899,38.1401,28.3411,6.0496,50.8768,14.0106,57.2193,40.757,0.029,1.0,0.9236,-0.6224,1.1148,0.3188,0.9064
esophagitis_02.png,esophagitis,contrast:msr,26.7509,0.7758,109.7711,10.4772,7.7315,3.5886,0.9495,0.9415,3.7277,41.7287,31.1266,6.6751,48.1656,25.3289,197.439,45.2889,2.9083,1.0,38.1401,28.3411,6.0496,50.8768,14.0106,57.2193,40.757,0.029,1.0,1.0983,0.6255,1.8078,0.9467,1.1112
esophagitis_02.png,esophagitis,contrast:stretch,26.7475,0.901,107.3777,10.3623,8.5734,7.615,0.998,0.9598,3.5353,45.7551,35.0869,5.9934,51.7525,16.5241,77.8625,50.4862,0.2304,1.0,38.1401,28.3411,6.0496,50.8768,14.0106,57.2193,40.757,0.029,1.0,1.238,-0.0562,1.1794,1.0172,1.2387
esophagitis_02.png,esophagitis,upsample:hu_wbi_literal,29.7503,0.9031,54.4442,7.3786,5.5495,1.6087,0.9674,0.9665,2.4062,36.5314,28.0611,5.9025,54.003,17.8157,76.2586,40.5745,0.3143,1.0,38.1401,28.3411,6.0496,50.8768,14.0106,57.2193,40.757,0.029,1.0,0.9901,-0.1471,1.2716,1.0614,0.9955
esophagitis_02.png,esophagitis,upsample:bilinear,27.4397,0.8963,91.6629,9.5741,6.96,2.7797,0.9585,0.9509,3.045,40.9198,31.4867,6.0444,54.9204,20.2229,84.2784,45.3636,0.592,1.0,38.1401,28.3411,6.0496,50.8768,14.0106,57.2193,40.757,0.029,1.0,1.111,-0.0052,1.4434,1.0795,1.113
